CancerTypes,cg00251716,cg01368075,cg02772121,cg04105511,cg04337594,cg06132620,cg06372779,cg06823060,cg06911354,cg07592254,cg08523456,cg10419849,cg10743291,cg11600734,cg14398860,cg14418633,cg15002250,cg15958289,cg18368125,cg18631798,cg19817912,cg20404260,cg20639396,cg24402880,cg24650915,cg25282976,cg25745246,cg26297005,cg26835683,cg27592331,sample_type
uterine corpus endometrioid carcinoma,0.84539,0.89137,0.117089,0.181771,0.215008,0.302576,0.805043,0.558789,0.892162,0.937056,0.322786,0.930025,0.907995,0.246425,0.148088,0.763169,0.320786,0.85192,0.311463,0.0765781,0.37077,0.195769,0.360623,0.634315,0.142994,0.943842,0.206556,0.272641,0.576882,0.473996,Primary Tumor
uterine corpus endometrioid carcinoma,0.413939,0.939061,0.0662787,0.105409,0.194427,0.554539,0.692132,0.86354,0.792677,0.948067,0.833047,0.951971,0.918342,0.422081,0.134519,0.867222,0.260798,0.862125,0.254352,0.147362,0.242435,0.194441,0.123285,0.789231,0.189483,0.904211,0.144302,0.224314,0.92611,0.401095,Primary Tumor
uterine corpus endometrioid carcinoma,0.308802,0.92719,0.0778696,0.123155,0.100605,0.153505,0.157984,0.763408,0.931069,0.914358,0.915075,0.909776,0.920879,0.194464,0.0344706,0.935575,0.127966,0.867859,0.127562,0.114655,0.764505,0.153395,0.14312,0.504257,0.135025,0.943109,0.0718832,0.541801,0.807688,0.915953,Primary Tumor
uterine corpus endometrioid carcinoma,0.29845,0.861182,0.260758,0.0514046,0.618719,0.649704,0.714219,0.277768,0.828178,0.93536,0.142398,0.827773,0.922374,0.8417,0.60827,0.960575,0.194424,0.868041,0.960141,0.111708,0.349191,0.325569,0.114414,0.708557,0.180352,0.941646,0.530797,0.275087,0.280463,0.893738,Primary Tumor
uterine corpus endometrioid carcinoma,0.840071,0.902747,0.0639951,0.157029,0.807659,0.720229,0.750692,0.562106,0.9145,0.912945,0.288553,0.887957,0.897319,0.810913,0.111779,0.908303,0.351056,0.854387,0.910694,0.183146,0.650907,0.191549,0.361845,0.528539,0.256402,0.876227,0.257076,0.793076,0.542509,0.886089,Primary Tumor
uterine corpus endometrioid carcinoma,0.921391,0.879949,0.156685,0.658083,0.360405,0.278384,0.839836,0.702115,0.683782,0.838662,0.724161,0.947008,0.899716,0.450997,0.434893,0.775681,0.678496,0.769934,0.360069,0.338114,0.522945,0.363773,0.556091,0.375127,0.319753,0.926916,0.453812,0.363602,0.739224,0.848419,Primary Tumor
uterine corpus endometrioid carcinoma,0.805071,0.925405,0.0680496,0.36243,0.183143,0.0660436,0.224713,0.891735,0.425665,0.899764,0.923484,0.908137,0.924782,0.0907933,0.66218,0.92627,0.935875,0.796099,0.213029,0.266315,0.216439,0.182515,0.0970613,0.773438,0.3705,0.52848,0.65847,0.184767,0.895747,0.551555,Primary Tumor
uterine corpus endometrioid carcinoma,0.937675,0.892202,0.337878,0.656182,0.62118,0.129406,0.880905,0.7576,0.559944,0.943612,0.947145,0.951057,0.935438,0.212203,0.473786,0.956396,0.933035,0.604785,0.510153,0.925589,0.526131,0.404382,0.327809,0.135349,0.791133,0.572952,0.434937,0.55674,0.928239,0.582459,Primary Tumor
uterine corpus endometrioid carcinoma,0.87522,0.941494,0.10857,0.127932,0.918755,0.184367,0.225419,0.829069,0.343964,0.92639,0.246636,0.855802,0.938708,0.765224,0.0812516,0.859355,0.193434,0.904023,0.950524,0.0339739,0.951428,0.158666,0.147389,0.583111,0.10116,0.968275,0.120065,0.359963,0.46336,0.097342,Primary Tumor
uterine corpus endometrioid carcinoma,0.932569,0.934573,0.0923778,0.0591343,0.687404,0.228857,0.180358,0.712338,0.923213,0.945271,0.25599,0.611522,0.927188,0.391095,0.105941,0.916846,0.245141,0.869806,0.933423,0.0476238,0.945602,0.201561,0.309622,0.654499,0.172336,0.959171,0.133356,0.952698,0.24729,0.665956,Primary Tumor
uterine corpus endometrioid carcinoma,0.870225,0.923799,0.0937401,0.416578,0.157065,0.171611,0.245883,0.8074,0.837002,0.888541,0.924796,0.799815,0.933328,0.161664,0.154866,0.822912,0.324659,0.867485,0.260793,0.422304,0.23097,0.25789,0.893902,0.829169,0.335722,0.912403,0.189226,0.203532,0.753725,0.560019,Primary Tumor
uterine corpus endometrioid carcinoma,0.692958,0.912746,0.636109,0.075581,0.17713,0.699192,0.388524,0.151607,0.9196,0.902711,0.0844963,0.838753,0.930314,0.871264,0.054276,0.96542,0.128536,0.920411,0.404761,0.0564522,0.286107,0.110745,0.0769139,0.732652,0.0765234,0.930132,0.134724,0.577301,0.418803,0.0935336,Primary Tumor
uterine corpus endometrioid carcinoma,0.944904,0.823252,0.0687458,0.557522,0.365387,0.750517,0.306708,0.579211,0.629835,0.93863,0.435115,0.929696,0.922059,0.401112,0.766437,0.958015,0.464228,0.849633,0.732084,0.254671,0.589771,0.225938,0.632161,0.855977,0.274535,0.917785,0.714625,0.291956,0.459906,0.767858,Primary Tumor
uterine corpus endometrioid carcinoma,0.466601,0.885543,0.0803669,0.0690339,0.231929,0.377127,0.32038,0.480616,0.913699,0.857111,0.269209,0.863888,0.909522,0.25852,0.164604,0.847946,0.299956,0.805846,0.243897,0.0579516,0.342441,0.228282,0.242229,0.479326,0.178374,0.546461,0.28726,0.287849,0.357481,0.182729,Primary Tumor
uterine corpus endometrioid carcinoma,0.921357,0.902905,0.225167,0.216412,0.361315,0.320059,0.510278,0.51157,0.770727,0.929175,0.381358,0.91147,0.902807,0.266802,0.236743,0.782065,0.394537,0.741685,0.405284,0.161762,0.389476,0.275725,0.323515,0.439255,0.346368,0.724058,0.311337,0.366099,0.767386,0.576009,Primary Tumor
uterine corpus endometrioid carcinoma,0.937382,0.921697,0.893292,0.745512,0.901509,0.831663,0.918761,0.871484,0.87033,0.625332,0.901007,0.91336,0.936483,0.774608,0.97925,0.80543,0.92029,0.762059,0.926661,0.90435,0.895515,0.844796,0.26749,0.808898,0.794958,0.955326,0.897874,0.850464,0.872301,0.548146,Primary Tumor
uterine corpus endometrioid carcinoma,0.76254,0.870753,0.298208,0.331574,0.422161,0.729151,0.690369,0.628148,0.773722,0.92734,0.423727,0.93243,0.833449,0.541476,0.31295,0.554556,0.436683,0.714265,0.467738,0.073414,0.441377,0.433934,0.513357,0.60041,0.193243,0.626963,0.277079,0.473552,0.486667,0.659467,Primary Tumor
uterine corpus endometrioid carcinoma,0.954155,0.936336,0.0614079,0.239629,0.201391,0.241624,0.311444,0.767501,0.595264,0.890587,0.693428,0.934136,0.940739,0.589591,0.103757,0.748743,0.539619,0.845749,0.725003,0.0475332,0.606146,0.334165,0.617301,0.810706,0.21769,0.934772,0.174219,0.66409,0.803132,0.0892063,Primary Tumor
uterine corpus endometrioid carcinoma,0.950537,0.877451,0.138418,0.180368,0.38669,0.41267,0.618948,0.795568,0.654325,0.811027,0.531187,0.936831,0.932007,0.362943,0.367307,0.924256,0.462973,0.679824,0.40929,0.247507,0.460416,0.356353,0.30696,0.736568,0.443289,0.854956,0.379795,0.388132,0.947115,0.56839,Primary Tumor
uterine corpus endometrioid carcinoma,0.912808,0.882618,0.11208,0.16207,0.259033,0.708527,0.390567,0.452478,0.861127,0.763797,0.268312,0.948743,0.927016,0.361965,0.18616,0.712409,0.33286,0.825924,0.278157,0.212162,0.729323,0.272033,0.256577,0.839408,0.219794,0.890408,0.243068,0.426832,0.348186,0.126312,Primary Tumor
uterine corpus endometrioid carcinoma,0.913201,0.910244,0.0562818,0.103077,0.117905,0.869799,0.13712,0.769448,0.856276,0.945605,0.127899,0.94329,0.936243,0.332039,0.0445638,0.890491,0.244115,0.917373,0.135267,0.0473999,0.773589,0.144107,0.202342,0.788342,0.127984,0.827441,0.106289,0.163347,0.246193,0.456073,Primary Tumor
uterine corpus endometrioid carcinoma,0.913196,0.889534,0.167349,0.122577,0.897459,0.0854509,0.519953,0.716524,0.185076,0.898618,0.403795,0.934817,0.889775,0.578763,0.208408,0.874053,0.354106,0.620177,0.905674,0.279087,0.84807,0.194304,0.290511,0.625456,0.259133,0.724999,0.248006,0.548413,0.815582,0.770719,Primary Tumor
uterine corpus endometrioid carcinoma,0.948175,0.901142,0.0900419,0.164757,0.622086,0.456213,0.445538,0.607307,0.608256,0.937717,0.564407,0.949341,0.922221,0.786479,0.115183,0.858173,0.400098,0.896236,0.338316,0.0561924,0.623452,0.229965,0.844263,0.170559,0.228706,0.736256,0.138126,0.488129,0.893359,0.895832,Primary Tumor
uterine corpus endometrioid carcinoma,0.902002,0.874237,0.0432244,0.0641791,0.864844,0.922472,0.735523,0.137527,0.627275,0.945935,0.0765065,0.929209,0.910821,0.92759,0.0611555,0.96648,0.143725,0.934797,0.934745,0.0660683,0.555308,0.669078,0.26335,0.869407,0.151124,0.954368,0.0799723,0.657315,0.381143,0.804962,Primary Tumor
uterine corpus endometrioid carcinoma,0.89602,0.884217,0.125124,0.112157,0.418907,0.246279,0.511872,0.420527,0.668158,0.922649,0.901574,0.864064,0.903636,0.212651,0.232149,0.768875,0.319638,0.757344,0.325092,0.274586,0.363561,0.294592,0.843371,0.685738,0.291613,0.79064,0.241017,0.306365,0.874157,0.795976,Primary Tumor
uterine corpus endometrioid carcinoma,0.654109,0.855384,0.362504,0.27983,0.391111,0.694876,0.59045,0.514955,0.619379,0.949692,0.435801,0.936505,0.867012,0.469352,0.24375,0.618504,0.445089,0.70466,0.391814,0.140774,0.478537,0.376161,0.350421,0.741414,0.332546,0.845917,0.348777,0.359713,0.472883,0.801396,Primary Tumor
uterine corpus endometrioid carcinoma,0.924198,0.907343,0.6696,0.40288,0.876241,0.38656,0.852234,0.878985,0.704918,0.949098,0.607158,0.941066,0.745695,0.523641,0.670477,0.422046,0.834661,0.767776,0.914413,0.356511,0.603594,0.742248,0.341104,0.556103,0.680791,0.892235,0.619832,0.713923,0.747761,0.454284,Primary Tumor
uterine corpus endometrioid carcinoma,0.940445,0.912476,0.112871,0.397755,0.336669,0.124254,0.504856,0.861948,0.771039,0.832728,0.910623,0.945853,0.934663,0.163846,0.968738,0.979294,0.843145,0.761033,0.9338,0.917327,0.406006,0.371568,0.285189,0.758847,0.617878,0.621408,0.895848,0.401721,0.947941,0.834878,Primary Tumor
uterine corpus endometrioid carcinoma,0.449545,0.914772,0.149769,0.224877,0.22689,0.200555,0.364682,0.501944,0.844449,0.916641,0.748633,0.605773,0.877046,0.329779,0.115803,0.672368,0.277455,0.821994,0.248195,0.0694259,0.24859,0.214397,0.190638,0.444769,0.143914,0.864673,0.201848,0.18866,0.312915,0.899641,Primary Tumor
uterine corpus endometrioid carcinoma,0.86054,0.931029,0.489688,0.0774173,0.224284,0.388769,0.729058,0.638476,0.47161,0.934532,0.895352,0.947163,0.930088,0.494856,0.65352,0.928578,0.271075,0.902601,0.914763,0.257302,0.942097,0.356436,0.611075,0.876395,0.208598,0.912951,0.608009,0.870019,0.872603,0.894664,Primary Tumor
uterine corpus endometrioid carcinoma,0.820908,0.761477,0.524449,0.423372,0.482782,0.717085,0.735293,0.611603,0.887479,0.908767,0.44802,0.889253,0.766507,0.416527,0.370347,0.467675,0.53073,0.63385,0.499228,0.0703286,0.55141,0.318734,0.448713,0.585879,0.175552,0.92151,0.368726,0.368636,0.507988,0.285296,Primary Tumor
uterine corpus endometrioid carcinoma,0.945804,0.911626,0.110182,0.765555,0.309503,0.174479,0.338562,0.520267,0.542591,0.858423,0.90528,0.934065,0.931493,0.130813,0.193551,0.892438,0.889108,0.803248,0.449541,0.640725,0.679285,0.398122,0.512735,0.288551,0.218758,0.211469,0.188251,0.584568,0.507168,0.866932,Primary Tumor
uterine corpus endometrioid carcinoma,0.764229,0.893034,0.1049,0.172752,0.882962,0.283732,0.164161,0.921115,0.851929,0.711961,0.323827,0.83021,0.916674,0.80556,0.0384977,0.89165,0.343615,0.881713,0.933989,0.257105,0.777058,0.3485,0.289576,0.880593,0.0634299,0.937334,0.112374,0.812995,0.795325,0.299273,Primary Tumor
uterine corpus endometrioid carcinoma,0.947751,0.921236,0.0502032,0.0985793,0.131707,0.147496,0.201194,0.454715,0.0583705,0.954635,0.925196,0.941051,0.935165,0.0935076,0.0480056,0.91129,0.703336,0.914869,0.220774,0.522204,0.198839,0.167222,0.787859,0.894864,0.297736,0.949578,0.0998652,0.181458,0.802273,0.905209,Primary Tumor
uterine corpus endometrioid carcinoma,0.927139,0.914557,0.114285,0.138879,0.163727,0.373774,0.385253,0.931243,0.880764,0.944023,0.655282,0.94142,0.910591,0.180724,0.0818985,0.733168,0.233489,0.914256,0.578036,0.0736838,0.390601,0.235131,0.186236,0.750721,0.277651,0.920032,0.148859,0.197598,0.802804,0.90929,Primary Tumor
uterine corpus endometrioid carcinoma,0.9435,0.900532,0.0670767,0.364989,0.263751,0.198107,0.385276,0.745278,0.459961,0.93973,0.88886,0.933855,0.928303,0.19364,0.141868,0.86339,0.357531,0.81396,0.297,0.609795,0.372653,0.214267,0.201694,0.783788,0.353669,0.0822646,0.233673,0.276942,0.827258,0.656136,Primary Tumor
uterine corpus endometrioid carcinoma,0.928629,0.911376,0.158346,0.591256,0.309059,0.779312,0.686227,0.535223,0.836053,0.902242,0.314622,0.954706,0.927523,0.559601,0.164461,0.769575,0.286038,0.752889,0.287772,0.263256,0.574649,0.255115,0.387245,0.744655,0.267306,0.846532,0.211216,0.312993,0.466388,0.866164,Primary Tumor
uterine corpus endometrioid carcinoma,0.76864,0.916085,0.148093,0.176488,0.216274,0.661024,0.331576,0.4367,0.914217,0.936469,0.2404,0.902743,0.919038,0.570917,0.110564,0.820977,0.295567,0.821996,0.274543,0.0710473,0.465814,0.243519,0.180298,0.734234,0.195805,0.356773,0.137227,0.310414,0.312988,0.205628,Primary Tumor
uterine corpus endometrioid carcinoma,0.855883,0.778355,0.223779,0.311036,0.327037,0.700913,0.725888,0.556954,0.775226,0.903672,0.366158,0.936646,0.860595,0.60219,0.326699,0.516217,0.463817,0.696944,0.419824,0.0935366,0.450255,0.352013,0.344997,0.667045,0.253807,0.899809,0.339643,0.368823,0.512412,0.668275,Primary Tumor
uterine corpus endometrioid carcinoma,0.321811,0.908326,0.122224,0.131349,0.130388,0.158173,0.358799,0.320167,0.521135,0.938522,0.197315,0.864425,0.925295,0.161447,0.132972,0.84262,0.231164,0.901796,0.229422,0.0536213,0.582036,0.161987,0.177716,0.590226,0.161296,0.898291,0.152673,0.391931,0.121129,0.305463,Primary Tumor
uterine corpus endometrioid carcinoma,0.896306,0.914239,0.0953209,0.125442,0.802068,0.533828,0.305495,0.863473,0.115295,0.750217,0.932171,0.853957,0.916157,0.822336,0.141129,0.977132,0.723384,0.771091,0.917944,0.625432,0.825538,0.29693,0.758267,0.793159,0.584503,0.829549,0.224945,0.815275,0.48783,0.0660814,Primary Tumor
uterine corpus endometrioid carcinoma,0.765779,0.920472,0.628479,0.313183,0.396547,0.109044,0.861327,0.743925,0.916522,0.955835,0.833743,0.866048,0.921611,0.799571,0.0773145,0.970436,0.497211,0.903608,0.275666,0.295895,0.786313,0.322295,0.354469,0.565738,0.166357,0.919739,0.129218,0.4401,0.732604,0.0802994,Primary Tumor
uterine corpus endometrioid carcinoma,0.932619,0.913784,0.575597,0.245642,0.276737,0.921472,0.519643,0.59231,0.905577,0.853778,0.270912,0.936026,0.86768,0.637624,0.186417,0.739373,0.323009,0.847826,0.3477,0.118738,0.659927,0.296794,0.818699,0.871357,0.19942,0.92177,0.281243,0.370531,0.453266,0.117251,Primary Tumor
uterine corpus endometrioid carcinoma,0.943929,0.924541,0.108192,0.229041,0.288211,0.711801,0.206741,0.709367,0.853832,0.946848,0.237215,0.944815,0.929951,0.528745,0.140188,0.90508,0.242374,0.77869,0.298351,0.161922,0.581884,0.244904,0.154144,0.721554,0.197859,0.667093,0.156863,0.349198,0.448157,0.0957068,Primary Tumor
uterine corpus endometrioid carcinoma,0.725825,0.895369,0.0868549,0.163451,0.386155,0.227341,0.370036,0.629913,0.878054,0.946388,0.584197,0.855004,0.911496,0.552842,0.0935899,0.817721,0.270608,0.869155,0.330966,0.0831723,0.649403,0.300509,0.196575,0.595206,0.252322,0.887339,0.154185,0.21039,0.629451,0.610907,Primary Tumor
uterine corpus endometrioid carcinoma,0.912403,0.839872,0.267993,0.327541,0.432353,0.239248,0.605504,0.825517,0.302547,0.900477,0.895799,0.911581,0.849037,0.265781,0.249544,0.676954,0.481379,0.782107,0.77337,0.106707,0.608051,0.466563,0.579363,0.679175,0.315977,0.793082,0.283513,0.589926,0.720897,0.731061,Primary Tumor
uterine corpus endometrioid carcinoma,0.936004,0.931229,0.283654,0.228437,0.859083,0.914365,0.400223,0.934131,0.767403,0.9295,0.942265,0.892591,0.934041,0.927061,0.978023,0.0737785,0.926118,0.249769,0.937843,0.743455,0.722098,0.900428,0.103622,0.791378,0.229021,0.943534,0.910649,0.694296,0.935692,0.880168,Primary Tumor
uterine corpus endometrioid carcinoma,0.869414,0.85081,0.348382,0.287566,0.557626,0.582389,0.649731,0.605843,0.531485,0.933263,0.497374,0.816541,0.824078,0.354667,0.344817,0.596236,0.557258,0.621233,0.537886,0.193856,0.698842,0.427862,0.443739,0.591467,0.349807,0.558605,0.410901,0.431002,0.479103,0.402481,Primary Tumor
uterine corpus endometrioid carcinoma,0.924452,0.919606,0.125959,0.470629,0.327995,0.278021,0.408437,0.850166,0.791341,0.952139,0.902626,0.951231,0.884296,0.238344,0.430459,0.786127,0.523122,0.795234,0.750451,0.60552,0.350006,0.615822,0.345714,0.823925,0.66211,0.506121,0.422714,0.329123,0.884473,0.833219,Primary Tumor
uterine corpus endometrioid carcinoma,0.932795,0.910661,0.158096,0.615047,0.329658,0.249865,0.532847,0.861909,0.751786,0.909888,0.746819,0.943276,0.903102,0.279552,0.353558,0.720896,0.636254,0.762097,0.391942,0.185733,0.410633,0.324512,0.547253,0.762828,0.341828,0.844166,0.354004,0.380753,0.877638,0.846449,Primary Tumor
uterine corpus endometrioid carcinoma,0.923065,0.892403,0.0634456,0.580655,0.874661,0.722413,0.457882,0.372333,0.614465,0.427393,0.256761,0.93536,0.944316,0.417008,0.213579,0.939947,0.525437,0.867013,0.6036,0.248518,0.738731,0.460107,0.226518,0.209263,0.348282,0.473244,0.258909,0.649706,0.373761,0.804047,Primary Tumor
colorectal cancer,0.932479,0.921567,0.169465,0.106753,0.273923,0.0876189,0.839959,0.366215,0.0717965,0.949695,0.886453,0.868493,0.911695,0.170544,0.974657,0.749867,0.927406,0.761981,0.297788,0.745661,0.249238,0.286526,0.117736,0.132045,0.54313,0.163135,0.914017,0.229969,0.90295,0.112315,Primary Tumor
colorectal cancer,0.93763,0.914941,0.0852954,0.0788589,0.294388,0.111766,0.951953,0.339055,0.0880819,0.955931,0.941786,0.931957,0.933933,0.152709,0.967122,0.938206,0.958258,0.847039,0.341182,0.913214,0.279821,0.293627,0.185775,0.197594,0.801535,0.0987763,0.930946,0.288014,0.940862,0.10566,Primary Tumor
colorectal cancer,0.952559,0.941088,0.044236,0.0501931,0.626951,0.0776539,0.92071,0.205113,0.0495521,0.941049,0.947778,0.924159,0.935944,0.075999,0.983761,0.80329,0.956012,0.851095,0.154068,0.865025,0.312912,0.154783,0.0573624,0.0986496,0.869077,0.0631604,0.954113,0.191342,0.925172,0.0693534,Primary Tumor
colorectal cancer,0.91224,0.906593,0.122102,0.0706383,0.126864,0.125608,0.927941,0.328542,0.0902868,0.941453,0.78377,0.906951,0.911617,0.0764186,0.959616,0.819547,0.920487,0.832671,0.291236,0.786331,0.238456,0.228224,0.170085,0.122828,0.701428,0.119027,0.922351,0.178741,0.907059,0.201777,Primary Tumor
colorectal cancer,0.914397,0.896794,0.252931,0.442909,0.472891,0.277095,0.905682,0.387227,0.193441,0.941961,0.929051,0.903989,0.920212,0.334342,0.96767,0.733987,0.926237,0.700034,0.407765,0.826631,0.468765,0.411543,0.230623,0.201723,0.652588,0.271192,0.920166,0.374155,0.915069,0.116629,Primary Tumor
colorectal cancer,0.900264,0.897539,0.171659,0.178659,0.400469,0.23903,0.894234,0.490498,0.105846,0.887844,0.878838,0.821995,0.858787,0.228538,0.95923,0.71116,0.721051,0.610422,0.36983,0.117091,0.281629,0.500585,0.245386,0.189867,0.597304,0.244854,0.910864,0.299735,0.848525,0.206364,Primary Tumor
colorectal cancer,0.871484,0.812177,0.102811,0.216681,0.32181,0.240812,0.874775,0.501479,0.10541,0.876551,0.909973,0.913541,0.855248,0.177175,0.955657,0.693546,0.942999,0.771076,0.303753,0.793388,0.414639,0.36655,0.339415,0.251276,0.744581,0.263909,0.919778,0.284749,0.92557,0.180764,Primary Tumor
colorectal cancer,0.906243,0.875171,0.376596,0.216801,0.577763,0.329586,0.921537,0.588946,0.269432,0.941743,0.936436,0.88996,0.893294,0.429874,0.967345,0.745341,0.925558,0.675662,0.554796,0.684957,0.454349,0.458037,0.461301,0.268027,0.824226,0.400291,0.863467,0.470241,0.905827,0.14014,Primary Tumor
colorectal cancer,0.921009,0.908866,0.167277,0.187454,0.329302,0.241737,0.869069,0.304739,0.144781,0.892108,0.881005,0.915502,0.884394,0.133865,0.975026,0.730041,0.94049,0.78878,0.26613,0.767529,0.31585,0.489957,0.169694,0.158879,0.530381,0.171154,0.914477,0.286452,0.896828,0.158619,Primary Tumor
colorectal cancer,0.928547,0.922287,0.0785893,0.126755,0.203768,0.143045,0.936768,0.26938,0.100092,0.873405,0.67384,0.931584,0.887062,0.152703,0.974207,0.868779,0.936499,0.772069,0.284337,0.830266,0.189926,0.27916,0.116913,0.216485,0.79228,0.139191,0.864673,0.192075,0.849748,0.111314,Primary Tumor
colorectal cancer,0.920035,0.932167,0.0882332,0.113045,0.221724,0.105141,0.943115,0.250725,0.569396,0.804086,0.956908,0.939642,0.937571,0.0621071,0.972633,0.903367,0.963804,0.851776,0.229632,0.935157,0.770991,0.213201,0.216126,0.0653896,0.629723,0.0793123,0.934214,0.26543,0.96018,0.0648023,Primary Tumor
colorectal cancer,0.888954,0.909655,0.155822,0.14567,0.311471,0.254684,0.921977,0.365905,0.114152,0.927379,0.828421,0.926195,0.917185,0.250259,0.976483,0.761716,0.942259,0.762779,0.341124,0.753059,0.231067,0.41233,0.229387,0.280629,0.681542,0.220135,0.942051,0.197965,0.87018,0.142618,Primary Tumor
colorectal cancer,0.922376,0.91825,0.22627,0.0851985,0.418372,0.341577,0.944606,0.482736,0.227172,0.888322,0.878917,0.941382,0.862232,0.223942,0.972752,0.647478,0.932021,0.761469,0.39319,0.630483,0.332648,0.254583,0.258886,0.267406,0.517357,0.210528,0.931374,0.323647,0.888005,0.625133,Primary Tumor
colorectal cancer,0.918533,0.93202,0.14151,0.0870293,0.277542,0.183215,0.9273,0.448845,0.100055,0.922017,0.669073,0.941173,0.93312,0.177978,0.981624,0.714031,0.917165,0.75373,0.293817,0.759227,0.413248,0.286038,0.226204,0.12399,0.767632,0.125314,0.933442,0.270173,0.902068,0.108464,Primary Tumor
colorectal cancer,0.949062,0.948974,0.0245039,0.935478,0.12802,0.0315407,0.801167,0.910818,0.0294776,0.950429,0.930434,0.926712,0.952959,0.0585215,0.971674,0.971857,0.950323,0.893033,0.0932806,0.952729,0.0895346,0.891265,0.0831447,0.0554076,0.890065,0.0317465,0.927522,0.0853314,0.944572,0.0590048,Primary Tumor
colorectal cancer,0.920391,0.909548,0.0965439,0.0583967,0.158059,0.117308,0.930489,0.197255,0.0619698,0.937943,0.912869,0.903936,0.926027,0.142175,0.972837,0.892878,0.953938,0.849072,0.245674,0.847944,0.254169,0.292743,0.144039,0.161849,0.667627,0.0630062,0.912836,0.236129,0.910737,0.100967,Primary Tumor
colorectal cancer,0.918406,0.920365,0.0562207,0.105611,0.374007,0.0882544,0.952298,0.360805,0.0890628,0.940304,0.95979,0.908875,0.916825,0.147736,0.977389,0.902024,0.944281,0.781164,0.243376,0.899322,0.248685,0.264347,0.147081,0.346621,0.749728,0.0937377,0.940707,0.205493,0.918253,0.0629267,Primary Tumor
colorectal cancer,0.935901,0.923906,0.0531692,0.0874113,0.142926,0.0912256,0.899793,0.191613,0.0679182,0.83122,0.430115,0.912935,0.916858,0.0992216,0.979355,0.918668,0.301762,0.859245,0.164037,0.891953,0.176043,0.202464,0.0818473,0.0907691,0.619633,0.0574943,0.907772,0.168648,0.818024,0.115131,Primary Tumor
colorectal cancer,0.931243,0.939525,0.0608475,0.0664938,0.185982,0.116218,0.940467,0.237661,0.0788729,0.947535,0.77549,0.889511,0.915003,0.125508,0.976614,0.889491,0.93163,0.832641,0.22541,0.850856,0.255194,0.294548,0.0825066,0.168641,0.832828,0.104592,0.913511,0.231267,0.885961,0.0992655,Primary Tumor
colorectal cancer,0.821097,0.89305,0.364466,0.20443,0.520037,0.375891,0.92466,0.602606,0.2625,0.902053,0.9379,0.93759,0.859819,0.348069,0.972029,0.619609,0.932432,0.496743,0.527366,0.582192,0.515362,0.595359,0.347814,0.333867,0.706698,0.428911,0.917756,0.475393,0.892129,0.146538,Primary Tumor
colorectal cancer,0.900639,0.926719,0.0674521,0.151386,0.125351,0.0930956,0.929679,0.418222,0.057212,0.494919,0.840285,0.908471,0.923601,0.105982,0.979702,0.885873,0.930444,0.838921,0.189809,0.907069,0.257039,0.259165,0.707842,0.746744,0.624575,0.116051,0.897077,0.138822,0.873154,0.063609,Primary Tumor
colorectal cancer,0.823347,0.831248,0.2366,0.448374,0.620984,0.315258,0.902935,0.514568,0.304129,0.788598,0.924343,0.906767,0.905998,0.446221,0.969659,0.817929,0.824248,0.519107,0.884712,0.873121,0.561964,0.395506,0.502435,0.273719,0.679192,0.382908,0.788156,0.578846,0.901972,0.251649,Primary Tumor
colorectal cancer,0.913446,0.924239,0.0655668,0.0786732,0.170085,0.0770056,0.943807,0.267593,0.0335797,0.95627,0.959118,0.907051,0.939761,0.149902,0.977232,0.935998,0.94185,0.898999,0.209001,0.886121,0.512596,0.179183,0.200437,0.091612,0.774777,0.0541651,0.949308,0.151861,0.921292,0.112147,Primary Tumor
colorectal cancer,0.919552,0.921057,0.173215,0.160095,0.36345,0.147259,0.918333,0.363193,0.127871,0.806805,0.943031,0.871677,0.92453,0.235657,0.976957,0.691625,0.940757,0.686265,0.39571,0.768367,0.420025,0.337402,0.214594,0.219059,0.588696,0.222442,0.934002,0.356916,0.918397,0.0886537,Primary Tumor
colorectal cancer,0.934736,0.946106,0.102114,0.103696,0.244333,0.190451,0.937474,0.360318,0.108627,0.904688,0.93214,0.914088,0.932104,0.278448,0.972247,0.831484,0.952481,0.806893,0.300907,0.836291,0.325023,0.359353,0.216469,0.175885,0.798885,0.21312,0.925002,0.311875,0.948713,0.110738,Primary Tumor
colorectal cancer,0.911499,0.888006,0.126098,0.111792,0.27079,0.165349,0.916029,0.339154,0.0542962,0.921873,0.895357,0.865453,0.903715,0.205275,0.965591,0.857536,0.93625,0.735515,0.326187,0.891759,0.21362,0.34873,0.171305,0.0891383,0.639859,0.149874,0.907228,0.187623,0.908508,0.186403,Primary Tumor
colorectal cancer,0.915243,0.910036,0.135683,0.159783,0.252056,0.177855,0.912092,0.356961,0.117916,0.896382,0.933412,0.882769,0.866046,0.176151,0.966073,0.617447,0.915343,0.623636,0.286863,0.649446,0.257801,0.378114,0.203576,0.242247,0.633209,0.241381,0.886302,0.228553,0.836635,0.120906,Primary Tumor
colorectal cancer,0.903615,0.921778,0.177068,0.086007,0.272321,0.126179,0.927361,0.313956,0.126721,0.942285,0.857595,0.918387,0.900211,0.216844,0.979396,0.648611,0.955455,0.735885,0.275408,0.695344,0.285616,0.429947,0.124824,0.154835,0.629011,0.148002,0.919963,0.280044,0.900877,0.11102,Primary Tumor
